-0.333186681,0.223323326,0.999815118,0.999704536,56951.22462,56959.22833,56975.13524,1
0.095021524,0.408294039,0.992621065,0.991020873,56959.22833,56978.14824,56979.15923,1
0.187283759,3.06032347,0.993495677,0.981842495,56976.0207,56988.07033,56997.09144,1
0.065770322,-7.897706713,0.999266203,0.998997945,56959.14657,56974.08165,56975.06825,1
1.63279671,0.214148537,0.999112114,0.999069908,56958.23247,56959.2312,56988.08643,1
1.319000162,-0.025786042,0.999856437,0.999823301,56951.21457,56958.1805,56974.0942,1
0.046678804,18.17883572,0.999954114,0.999962252,56959.22693,56975.05402,56976.05496,1
0.154461436,-4.998471007,0.982130912,0.95093496,57007.11041,57013.08628,57017.059,1
-0.380459183,1.065587411,0.996816947,0.995764488,56951.26171,56958.21398,56982.04369,1
-0.681481529,0.243652746,0.994313613,0.992426674,56958.2311,56975.07118,56989.10367,1
0.024550131,-0.130742485,0.999178039,0.999027807,56951.2114,56953.20517,56974.0848,1
0.054373978,0.401403489,0.999990213,0.999977125,56953.20517,56958.1777,56975.09615,1
0.033995638,1.637303488,0.998119649,0.996595591,56958.23687,56988.08874,56989.11126,1
0.085873496,-0.089173304,0.999163844,0.998966992,56951.2114,56959.11827,56974.0848,1
-0.4321958,0.106805,0.998360211,0.997821484,56951.21457,56958.18912,56977.05564,1
-0.026267116,0.441390705,0.999323337,0.999051612,56951.2304,56959.20167,56976.08061,1
-0.451400744,0.148674099,0.998257094,0.997366822,56959.19601,56975.07841,56979.12522,1
0.219767426,0.094279369,0.999721177,0.999529387,56958.1763,56959.12623,56976.09608,1
0.167787626,0.033662477,0.999427389,0.999014173,56974.0831,56979.12522,56988.07192,1
0.341404406,-0.297037512,0.99992824,0.999881069,56958.1805,56959.18892,56976.0517,1
0.152484919,-1.332334386,0.999521314,0.999400915,56951.2114,56958.1708,56974.0848,1
0.17994419,0.121806544,0.999968326,0.999972811,56953.20376,56958.1708,56975.06663,1
0.150838874,-0.036058675,0.996925347,0.996508699,56932.28921,56958.21398,56959.23258,1
1.901883378,0.963128562,0.999532402,0.99784104,56959.24816,56977.15405,56997.10151,1
0.047085523,0.440695594,0.998788557,0.998184541,56951.25749,56975.13524,56979.15923,1
0.130356123,-1.267004429,0.994059304,0.991845067,56951.23455,56974.08165,56975.06825,1
0.026061649,0.032170704,0.999492522,0.99951763,56974.0758,56975.07705,56978.06632,1
-0.083742106,1.872964086,0.99949913,0.999207418,56932.26314,56959.14657,56978.05541,1
0.150183829,0.460481796,0.999913044,0.999958571,56959.22833,56978.14824,56989.10367,1
0.061929206,-0.37567866,0.996619264,0.996312556,56932.32944,56933.32439,56959.25366,1
-0.01543018,0.21341606,0.99999565,0.999985907,56958.22833,56959.22833,56976.17103,1
0.010646773,0.353733304,0.998399187,0.998270024,56953.24533,56975.13524,56977.05725,1
0.093764473,0.37974865,0.999721074,0.999614211,56951.22007,56958.1777,56976.10334,1
0.011483672,0.000125519,0.999657532,0.999672521,56951.2114,56953.20517,56958.17219,1
-0.118169141,0.178191365,0.999998174,0.999981917,56932.29358,56959.19889,56975.07568,1
0.002938991,0.292530006,0.998996654,0.998662051,56951.25749,56959.22833,56976.17103,1
-0.134291095,1.565728803,0.999913747,0.999954624,56932.26733,56958.22833,56977.14049,1
0.172849143,-0.107311175,0.99371852,0.99205071,56958.17219,56959.17461,56974.04744,1
-0.169884625,0.294184794,0.999692639,0.999578885,56958.2311,56977.05725,56978.15056,1
-1.539174203,-0.242673727,0.997857948,0.99696566,56953.20517,56959.11827,56974.04602,1
0.175361425,-0.426277968,0.999202354,0.998931357,56951.2114,56953.20376,56974.04744,1
-0.32247386,0.166353563,0.999963085,0.999840759,56932.28781,56958.21675,56978.14824,1
0.033694489,0.056954716,0.999148264,0.999002527,56978.1563,56979.17069,56982.0376,1
0.11757735,0.330159387,0.998138997,0.994992129,56982.17347,56989.12908,56997.10886,1
0.258796636,0.240396865,0.999933129,0.999785621,56958.24962,56977.16502,56982.04074,1
0.20009488,-1.087253516,0.997232922,0.997128066,56932.29056,56958.21811,56988.0752,1
1.529643839,0.062887867,0.991109733,0.990659495,56978.11435,56979.17069,56982.0376,1
0.030204594,0.121256297,0.999911926,0.999909157,56951.22007,56958.1777,56959.17599,1
0.139130159,-0.039435404,0.997070481,0.995108114,56979.1721,56982.04214,56989.12082,1
-0.026375226,-0.024486202,0.998490875,0.997768434,56958.17219,56959.17461,56974.04602,1
0.208140968,0.067720213,0.999995622,0.999989266,56951.20816,56959.17319,56974.04744,1
0.1632772,0.352637145,0.985133466,0.97533279,56979.16794,56988.1011,56997.09427,1
0.069784773,-0.103424982,0.997884951,0.997712276,56953.20517,56958.17354,56959.11827,1
0.040110356,0.313721164,0.998662051,0.998043375,56959.22833,56976.17103,56977.05725,1
-0.419315158,0.080853307,0.999793464,0.999780259,56953.20376,56958.1763,56974.0848,1
0.327335871,0.11761677,0.99564464,0.995280519,56958.24962,56979.1721,56982.04074,1
0.054708714,0.09394462,0.999858188,0.999741854,56977.16502,56979.1721,56982.04074,1
-0.876789483,0.15851297,0.998425828,0.997526695,56951.23593,56975.07705,56978.06632,1
-0.000591364,0.118010765,0.999948477,0.999947211,56951.22145,56958.1777,56959.17599,1
